#       point_x         point_y         point_z             U_x             U_y             U_z               p
           0.35           0.024          -0.076    0.0097427295     0.044150312    -0.051266385               0
           0.35           0.028          -0.076    0.0047925997     0.052683901    -0.055062912               0
           0.35           0.032          -0.076   -0.0058740773       0.0614975     -0.05979095               0
           0.35           0.036          -0.076    -0.022835304     0.070571819    -0.065506968               0
           0.35            0.04          -0.076    -0.046213534     0.079858566     -0.07220644               0
           0.35           0.044          -0.076    -0.075707614     0.089302381    -0.079820082               0
           0.35           0.048          -0.076     -0.11074913     0.098889924     -0.08842738               0
           0.35           0.052          -0.076     -0.15054371      0.10853624    -0.097992034               0
           0.35           0.056          -0.076     -0.19418944      0.11801306     -0.10812687               0
           0.35            0.06          -0.076     -0.24040691      0.12722069     -0.11876108               0
           0.35           0.064          -0.076     -0.28736479      0.13596708     -0.12976938               0
           0.35           0.068          -0.076     -0.33245611      0.14373972     -0.14069954               0
           0.35           0.072          -0.076     -0.37213983      0.14989469     -0.15121181               0
           0.35           0.076          -0.076     -0.40238883      0.15363789     -0.16089638               0
           0.35            0.08          -0.076     -0.41898704      0.15406025     -0.16916049               0
           0.35           0.084          -0.076     -0.41775664      0.15000033     -0.17517837               0
           0.35           0.088          -0.076     -0.39339942      0.14017615     -0.17781486               0
           0.35           0.092          -0.076     -0.33479208      0.12098476     -0.17533203               0
           0.35           0.096          -0.076      -0.2001486     0.092237423     -0.16131567               0
           0.35             0.1          -0.076     -0.05274765     0.038144791    -0.075152927     0.017804311
           0.35          -0.096          -0.072     -0.22529338    -0.083204467     -0.15885722               0
           0.35            -0.1          -0.072    -0.068614756    -0.033981312    -0.073648922     0.015789003
           0.35          -0.092          -0.072     -0.34697742     -0.11062821     -0.17363522               0
           0.35          -0.088          -0.072     -0.39245279     -0.12881104     -0.17638504               0
           0.35          -0.084          -0.072     -0.40282487     -0.13797389     -0.17375166               0
           0.35           -0.08          -0.072     -0.38917721     -0.14164176      -0.1675541               0
           0.35          -0.076          -0.072     -0.35743593     -0.14105538     -0.15898214               0
           0.35          -0.072          -0.072     -0.31259844     -0.13735794     -0.14893493               0
           0.35          -0.068          -0.072     -0.25958744     -0.13146654     -0.13804221               0
           0.35          -0.064          -0.072     -0.20288598     -0.12423399     -0.12680249               0
