#             x               y               z             U_x             U_y             U_z               p
           0.35          -0.078           0.082     -0.39819972    -0.021122778     0.059546874     -0.15373976
           0.35          -0.078           0.086     -0.42504169    -0.024534446     0.050459433     -0.15137102
           0.35          -0.078            0.09     -0.44614362    -0.028738212     0.039398015     -0.14855748
           0.35          -0.078           0.094      -0.4587375    -0.034583166     0.026380176      -0.1448835
           0.35          -0.078           0.098     -0.43923662    -0.040269361    0.0096381078     -0.14183663
           0.35          -0.074          -0.098     -0.43262434     -0.05318312   -0.0080773317     -0.13881651
           0.35          -0.074          -0.094     -0.44343388     -0.05595378    -0.019128423     -0.14134629
           0.35          -0.074           -0.09     -0.42748949    -0.055606722    -0.026960769      -0.1442894
           0.35          -0.074          -0.086     -0.40647895    -0.055012001    -0.033283694     -0.14658511
           0.35          -0.074          -0.082     -0.38248528    -0.054038687    -0.038232585     -0.14861587
           0.35          -0.074          -0.078     -0.35610677    -0.052472179    -0.042352338     -0.15040772
           0.35          -0.074          -0.074     -0.32774793     -0.05022738    -0.045899296     -0.15194751
           0.35          -0.074           -0.07      -0.2976791    -0.047338104    -0.049016201     -0.15319753
           0.35          -0.074          -0.066     -0.26605736    -0.043933723    -0.051760015     -0.15413487
           0.35          -0.074          -0.062     -0.23295025    -0.040212014    -0.054133079     -0.15475298
           0.35          -0.074          -0.058     -0.19835134    -0.036414344    -0.056097329      -0.1550596
           0.35          -0.074          -0.054     -0.16220144    -0.032804165    -0.057585585     -0.15507546
           0.35          -0.074           -0.05     -0.12441429    -0.029645719    -0.058512335      -0.1548308
           0.35          -0.074          -0.046    -0.084906797    -0.027178413    -0.058784324     -0.15436311
           0.35          -0.074          -0.042    -0.043635333    -0.025591724    -0.058313859      -0.1537102
           0.35          -0.074          -0.038  -0.00063305108    -0.025001148    -0.057026423     -0.15290429
           0.35          -0.074          -0.034     0.043952881    -0.025431252    -0.054865796     -0.15197355
           0.35          -0.074           -0.03     0.089841134    -0.026825115    -0.051793231     -0.15094352
           0.35          -0.074          -0.026      0.13659275    -0.029066408     -0.04778755     -0.14983302
           0.35          -0.074          -0.022      0.18358661    -0.031973456    -0.042838195     -0.14867008
           0.35          -0.074          -0.018      0.22999952    -0.035290432    -0.036964098     -0.14751169
           0.35          -0.074          -0.014       0.2748806    -0.038756233    -0.030178095      -0.1462902
           0.35          -0.074           -0.01      0.31728175    -0.042071391    -0.022461132     -0.14511334
           0.35          -0.074          -0.006      0.35597763    -0.045060633    -0.013827591     -0.14407763
           0.35          -0.074          -0.002       0.3893115    -0.047437832    -0.004266222     -0.14329085
           0.35          -0.074           0.002      0.41517237    -0.048956958    0.0060896773      -0.1428098
           0.35          -0.074           0.006      0.43152212    -0.049411678     0.017067717     -0.14270942
           0.35          -0.074            0.01      0.43663614     -0.04865964     0.028387814     -0.14306435
